Aasta,Maakond,Hoone_liik,Korteriomanditeginute_Arv,Keskmine_m2,Kokku_tehinguhind,Minimaalne_tehingusumma,Maksimaalne_tehingsumma,Minimaalne_pinnaühikuhind,Maksimaalne_pinnaühikuhind,Mediaan_pinnaühikuhind,Keskmine_pinnaühikuhind,Standardhälve_pinnaühikuhind,netosissetulek,hoivatute_arv,mitteaktiivsed,toohive_maar,toojoud_ja_mitteaktiivsed,toojoud_arv,toojous_osalemine,tootuse_maar,tootute_arv,leibkondade_arv,avg_salary,housing_index,THI
2023,Saare maakond,Suvila,6.0,,0.0,,,,,,,,922.3,15.45,4.0,76.525,20.3,16.275,80.675,,,14.1,1947.6666666666667,316.75,291.59
2023,Saare maakond,korter_10_29.99,19.0,23.0,263000.0,5000.0,53000.0,183.15,2172.13,1298.7,1280.55,591.61,922.3,15.45,4.0,76.525,20.3,16.275,80.675,,,14.1,1947.6666666666667,316.75,291.59
2023,Saare maakond,korter_30_40.99,33.0,37.6,1323885.0,3000.0,80000.0,74.81,2179.84,1025.8575,1027.2575,590.33,922.3,15.45,4.0,76.525,20.3,16.275,80.675,,,14.1,1947.6666666666667,316.75,291.59
2023,Saare maakond,korter_41_54.99,54.0,47.15,2831680.0,1000.0,160380.0,23.81,3300.0,1006.78,1092.025,691.3775,922.3,15.45,4.0,76.525,20.3,16.275,80.675,,,14.1,1947.6666666666667,316.75,291.59
2023,Saare maakond,korter_55_69.99,32.0,63.4,1791128.0,8000.0,261600.0,115.77,3785.82,1112.08,1263.035,858.395,922.3,15.45,4.0,76.525,20.3,16.275,80.675,,,14.1,1947.6666666666667,316.75,291.59
2023,Saare maakond,korter_70_249.99,32.0,84.73333333333333,2490790.0,18000.0,225000.0,197.92,2816.02,1114.9266666666667,1104.4733333333334,609.4433333333333,922.3,15.45,4.0,76.525,20.3,16.275,80.675,,,14.1,1947.6666666666667,316.75,291.59
2023,Tartu maakond,Elamu,250.0,169.45,0.0,,,67.97,,,,696.2375,1121.7,83.9,18.8,78.775,106.925,88.15,82.775,4.85,4.25,72.9,1947.6666666666667,316.75,291.59
2023,Tartu maakond,Suvila,27.0,83.23333333333333,0.0,,,95.69,,803.4166666666666,927.665,797.2533333333334,1121.7,83.9,18.8,78.775,106.925,88.15,82.775,4.85,4.25,72.9,1947.6666666666667,316.75,291.59
2023,Tartu maakond,korter_10_29.99,234.0,22.75,14387258.0,3000.0,160000.0,135.14,7537.69,2590.2425000000003,2753.7574999999997,1199.0125,1121.7,83.9,18.8,78.775,106.925,88.15,82.775,4.85,4.25,72.9,1947.6666666666667,316.75,291.59
2023,Tartu maakond,korter_30_40.99,421.0,35.75,37135718.0,1.0,208000.0,0.02,5901.64,2466.6499999999996,2477.8475,1157.8125,1121.7,83.9,18.8,78.775,106.925,88.15,82.775,4.85,4.25,72.9,1947.6666666666667,316.75,291.59
2023,Tartu maakond,korter_41_54.99,829.0,47.400000000000006,88493268.0,1.0,250000.0,0.02,5087.72,2256.805,2251.0825,912.4200000000001,1121.7,83.9,18.8,78.775,106.925,88.15,82.775,4.85,4.25,72.9,1947.6666666666667,316.75,291.59
2023,Tartu maakond,korter_55_69.99,593.0,63.075,75867598.0,200.0,275000.0,3.36,4444.44,2074.45,2023.3200000000002,827.72,1121.7,83.9,18.8,78.775,106.925,88.15,82.775,4.85,4.25,72.9,1947.6666666666667,316.75,291.59
2023,Tartu maakond,korter_70_249.99,623.0,91.25,124909184.0,500.0,755000.0,6.65,4957.32,2252.6975,2207.2675,753.5975,1121.7,83.9,18.8,78.775,106.925,88.15,82.775,4.85,4.25,72.9,1947.6666666666667,316.75,291.59
2023,Valga maakond,Elamu,67.0,111.025,0.0,,,5.16,965.67,448.4325,567.64,454.95,950.3,11.8,3.875,71.15,16.75,12.85,77.675,,,13.3,1947.6666666666667,316.75,291.59
2023,Valga maakond,Suvila,19.0,52.4,0.0,,,89.82,649.35,320.2,319.28,163.08,950.3,11.8,3.875,71.15,16.75,12.85,77.675,,,13.3,1947.6666666666667,316.75,291.59
2023,Valga maakond,korter_10_29.99,32.0,26.275,459000.0,300.0,77600.0,24.19,3316.24,392.6875,686.3325,696.2525,950.3,11.8,3.875,71.15,16.75,12.85,77.675,,,13.3,1947.6666666666667,316.75,291.59
2023,Valga maakond,korter_30_40.99,95.0,36.375,1056127.0,640.0,43000.0,17.98,1085.86,298.8125,308.4525,209.95999999999998,950.3,11.8,3.875,71.15,16.75,12.85,77.675,,,13.3,1947.6666666666667,316.75,291.59
2023,Valga maakond,korter_41_54.99,113.0,47.575,1792790.0,300.0,108000.0,6.71,2018.69,277.42,336.375,294.565,950.3,11.8,3.875,71.15,16.75,12.85,77.675,,,13.3,1947.6666666666667,316.75,291.59
2023,Valga maakond,korter_55_69.99,55.0,62.375,1056590.0,300.0,80000.0,4.85,1240.31,243.13,319.91499999999996,264.6625,950.3,11.8,3.875,71.15,16.75,12.85,77.675,,,13.3,1947.6666666666667,316.75,291.59
2023,Valga maakond,korter_70_249.99,40.0,78.425,1743840.0,1.0,260000.0,0.01,3312.1,498.4275,567.045,556.8675000000001,950.3,11.8,3.875,71.15,16.75,12.85,77.675,,,13.3,1947.6666666666667,316.75,291.59
2023,Viljandi maakond,Elamu,138.0,157.625,0.0,250.0,,3.69,,466.8325,579.005,482.9475,960.2,20.475,6.55,74.3,27.775,21.225,77.15,,,21.7,1947.6666666666667,316.75,291.59
2023,Viljandi maakond,Suvila,11.0,72.2,0.0,,,66.56,764.08,421.55,421.4,247.0,960.2,20.475,6.55,74.3,27.775,21.225,77.15,,,21.7,1947.6666666666667,316.75,291.59
2023,Viljandi maakond,korter_10_29.99,40.0,23.45,812181.0,150.0,83000.0,5.14,2823.13,768.6825,847.515,614.12,960.2,20.475,6.55,74.3,27.775,21.225,77.15,,,21.7,1947.6666666666667,316.75,291.59
2023,Viljandi maakond,korter_30_40.99,101.0,36.8,3900509.0,750.0,127000.0,19.38,3397.63,893.63,1044.07,744.99,960.2,20.475,6.55,74.3,27.775,21.225,77.15,,,21.7,1947.6666666666667,316.75,291.59
2023,Viljandi maakond,korter_41_54.99,141.0,46.95,4595377.0,1.0,119093.0,0.02,2670.25,589.4475,671.2975,530.0625,960.2,20.475,6.55,74.3,27.775,21.225,77.15,,,21.7,1947.6666666666667,316.75,291.59
2023,Viljandi maakond,korter_55_69.99,79.0,62.425,3908004.0,400.0,149050.0,7.1,2475.91,850.1099999999999,792.2674999999999,551.9975,960.2,20.475,6.55,74.3,27.775,21.225,77.15,,,21.7,1947.6666666666667,316.75,291.59
2023,Viljandi maakond,korter_70_249.99,74.0,84.75,4985188.0,1000.0,219000.0,11.01,2652.01,750.99,789.0125,653.28,960.2,20.475,6.55,74.3,27.775,21.225,77.15,,,21.7,1947.6666666666667,316.75,291.59
2023,Võru maakond,Elamu,113.0,103.575,0.0,1.0,,0.01,,362.0175,651.2075,635.2833333333333,957.9,14.35,5.775,70.825,20.45,14.65,72.35,,,16.2,1947.6666666666667,316.75,291.59
2023,Võru maakond,Suvila,23.0,32.9,0.0,500.0,,11.14,,911.475,875.73,659.45,957.9,14.35,5.775,70.825,20.45,14.65,72.35,,,16.2,1947.6666666666667,316.75,291.59
2023,Võru maakond,korter_10_29.99,20.0,25.4,219200.0,200.0,36000.0,10.81,1285.71,653.175,662.685,445.54499999999996,957.9,14.35,5.775,70.825,20.45,14.65,72.35,,,16.2,1947.6666666666667,316.75,291.59
2023,Võru maakond,korter_30_40.99,56.0,37.275,1697040.0,500.0,70000.0,12.56,1763.22,843.4075,808.9625,442.77750000000003,957.9,14.35,5.775,70.825,20.45,14.65,72.35,,,16.2,1947.6666666666667,316.75,291.59
2023,Võru maakond,korter_41_54.99,117.0,47.2,3509752.0,1.0,110000.0,0.02,2103.25,618.9975,634.86,470.22,957.9,14.35,5.775,70.825,20.45,14.65,72.35,,,16.2,1947.6666666666667,316.75,291.59
2023,Võru maakond,korter_55_69.99,67.0,61.775,2733960.0,10.0,142000.0,0.15,2079.06,591.0575,654.9375,478.475,957.9,14.35,5.775,70.825,20.45,14.65,72.35,,,16.2,1947.6666666666667,316.75,291.59
2023,Võru maakond,korter_70_249.99,31.0,82.95,1154566.0,1000.0,225066.0,13.99,2381.65,690.75,715.9200000000001,618.795,957.9,14.35,5.775,70.825,20.45,14.65,72.35,,,16.2,1947.6666666666667,316.75,291.59
2024,Harju maakond,Elamu,800.0,178.05,0.0,,,13.24,,,,,,333.175,63.45,79.15,422.85,359.4,85.35,7.3,26.200000000000003,,2109.6666666666665,328.08,303.01
2024,Harju maakond,Muu,9.0,,0.0,,,,,,,,,333.175,63.45,79.15,422.85,359.4,85.35,7.3,26.200000000000003,,2109.6666666666665,328.08,303.01
2024,Harju maakond,Suvila,332.0,67.925,0.0,1.0,,0.01,,,,,,333.175,63.45,79.15,422.85,359.4,85.35,7.3,26.200000000000003,,2109.6666666666665,328.08,303.01
2024,Harju maakond,korter_10_29.99,805.0,22.425,49182603.0,2500.0,165000.0,92.25,7676.87,2757.5875,2771.185,1060.6275,,333.175,63.45,79.15,422.85,359.4,85.35,7.3,26.200000000000003,,2109.6666666666665,328.08,303.01
2024,Harju maakond,korter_30_40.99,1834.0,35.45,180656638.0,2500.0,395000.0,61.73,10206.72,2625.585,2764.615,1075.2875,,333.175,63.45,79.15,422.85,359.4,85.35,7.3,26.200000000000003,,2109.6666666666665,328.08,303.01
2024,Harju maakond,korter_41_54.99,3255.0,47.45,423981507.0,1.0,420400.0,0.02,9342.22,2575.59,2746.37,1100.95,,333.175,63.45,79.15,422.85,359.4,85.35,7.3,26.200000000000003,,2109.6666666666665,328.08,303.01
2024,Harju maakond,korter_55_69.99,2406.0,62.7,407395283.0,10000.0,551000.0,157.48,9402.73,2547.3625,2699.4825,1045.695,,333.175,63.45,79.15,422.85,359.4,85.35,7.3,26.200000000000003,,2109.6666666666665,328.08,303.01
2024,Harju maakond,korter_70_249.99,2584.0,96.475,778728019.0,6100.0,1262900.0,38.05,11586.24,3044.0225,3159.6825,1140.215,,333.175,63.45,79.15,422.85,359.4,85.35,7.3,26.200000000000003,,2109.6666666666665,328.08,303.01
2024,Hiiu maakond,Elamu,12.0,,0.0,,,,,,,,,4.15,0.925,81.6,5.125,4.2,82.52499999999999,,,,2109.6666666666665,328.08,303.01
2024,Hiiu maakond,Suvila,3.0,,0.0,,,,,,,,,4.15,0.925,81.6,5.125,4.2,82.52499999999999,,,,2109.6666666666665,328.08,303.01
2024,Hiiu maakond,korter_10_29.99,3.0,,0.0,,,,,,,,,4.15,0.925,81.6,5.125,4.2,82.52499999999999,,,,2109.6666666666665,328.08,303.01
2024,Hiiu maakond,korter_30_40.99,9.0,,0.0,,,,,,,,,4.15,0.925,81.6,5.125,4.2,82.52499999999999,,,,2109.6666666666665,328.08,303.01
2024,Hiiu maakond,korter_41_54.99,24.0,46.300000000000004,740386.0,7000.0,65000.0,152.17,1348.55,710.2533333333334,690.6666666666666,353.23333333333335,,4.15,0.925,81.6,5.125,4.2,82.52499999999999,,,,2109.6666666666665,328.08,303.01
2024,Hiiu maakond,korter_55_69.99,18.0,60.95,549200.0,34000.0,76000.0,551.52,1275.17,737.885,821.875,268.76,,4.15,0.925,81.6,5.125,4.2,82.52499999999999,,,,2109.6666666666665,328.08,303.01
2024,Hiiu maakond,korter_70_249.99,7.0,,0.0,,,,,,,,,4.15,0.925,81.6,5.125,4.2,82.52499999999999,,,,2109.6666666666665,328.08,303.01
2024,Ida-Viru maakond,Elamu,130.0,115.8,0.0,500.0,,4.12,,380.0525,550.2325,507.39,,54.425,19.65,66.4,82.85,63.175,77.15,13.925,8.775,,2109.6666666666665,328.08,303.01
2024,Ida-Viru maakond,Suvila,181.0,49.6,0.0,10.0,,0.41,,319.27750000000003,382.2475,300.515,,54.425,19.65,66.4,82.85,63.175,77.15,13.925,8.775,,2109.6666666666665,328.08,303.01
2024,Ida-Viru maakond,korter_10_29.99,259.0,26.725,2511973.0,1.0,34000.0,0.04,1231.88,338.8975,364.51750000000004,247.585,,54.425,19.65,66.4,82.85,63.175,77.15,13.925,8.775,,2109.6666666666665,328.08,303.01
2024,Ida-Viru maakond,korter_30_40.99,842.0,36.075,9231926.0,1.0,59800.0,0.02,1862.93,255.20499999999998,302.43,252.875,,54.425,19.65,66.4,82.85,63.175,77.15,13.925,8.775,,2109.6666666666665,328.08,303.01
2024,Ida-Viru maakond,korter_41_54.99,829.0,47.8,14303480.0,1.0,194000.0,0.02,3759.69,277.505,361.3525,355.8025,,54.425,19.65,66.4,82.85,63.175,77.15,13.925,8.775,,2109.6666666666665,328.08,303.01
2024,Ida-Viru maakond,korter_55_69.99,369.0,61.475,10490926.0,1.0,211000.0,0.02,3660.71,358.965,461.85,463.405,,54.425,19.65,66.4,82.85,63.175,77.15,13.925,8.775,,2109.6666666666665,328.08,303.01
2024,Ida-Viru maakond,korter_70_249.99,110.0,83.75,6734912.0,12.0,337000.0,0.16,3639.31,525.545,653.7975,596.9,,54.425,19.65,66.4,82.85,63.175,77.15,13.925,8.775,,2109.6666666666665,328.08,303.01
2024,Järva maakond,Elamu,103.0,137.875,0.0,100.0,,1.5,,426.3625,525.19,461.1975,,12.825,3.675,75.925,17.1,13.425,79.375,,,,2109.6666666666665,328.08,303.01
2024,Järva maakond,Muu,1.0,,0.0,,,,,,,,,12.825,3.675,75.925,17.1,13.425,79.375,,,,2109.6666666666665,328.08,303.01
2024,Järva maakond,Suvila,9.0,,0.0,,,,,,,,,12.825,3.675,75.925,17.1,13.425,79.375,,,,2109.6666666666665,328.08,303.01
2024,Järva maakond,korter_10_29.99,23.0,26.133333333333336,322318.0,1500.0,34000.0,50.85,2000.0,583.0133333333333,630.38,447.32666666666665,,12.825,3.675,75.925,17.1,13.425,79.375,,,,2109.6666666666665,328.08,303.01
2024,Järva maakond,korter_30_40.99,91.0,36.45,1974039.0,1.0,82900.0,0.03,2718.03,586.44,601.78,439.0375,,12.825,3.675,75.925,17.1,13.425,79.375,,,,2109.6666666666665,328.08,303.01
2024,Järva maakond,korter_41_54.99,144.0,47.175,3675551.0,100.0,86000.0,1.85,1718.73,529.1,543.105,391.6075,,12.825,3.675,75.925,17.1,13.425,79.375,,,,2109.6666666666665,328.08,303.01
2024,Järva maakond,korter_55_69.99,87.0,63.849999999999994,2836586.0,1000.0,101300.0,14.64,1749.57,487.8675,516.75,363.37,,12.825,3.675,75.925,17.1,13.425,79.375,,,,2109.6666666666665,328.08,303.01
2024,Järva maakond,korter_70_249.99,58.0,78.83333333333333,1671121.0,1.0,155000.0,0.01,2211.13,413.0133333333333,483.26666666666665,431.09999999999997,,12.825,3.675,75.925,17.1,13.425,79.375,,,,2109.6666666666665,328.08,303.01
2024,Jõgeva maakond,Elamu,105.0,140.4,0.0,,,30.93,985.06,387.835,505.0725,391.49,,11.35,3.7750000000000004,68.85,16.575,12.825,77.625,11.3,1.4,,2109.6666666666665,328.08,303.01
2024,Jõgeva maakond,Muu,1.0,,0.0,,,,,,,,,11.35,3.7750000000000004,68.85,16.575,12.825,77.625,11.3,1.4,,2109.6666666666665,328.08,303.01
2024,Jõgeva maakond,Suvila,8.0,,0.0,,,,,,,,,11.35,3.7750000000000004,68.85,16.575,12.825,77.625,11.3,1.4,,2109.6666666666665,328.08,303.01
2024,Jõgeva maakond,korter_10_29.99,9.0,,0.0,,,,,,,,,11.35,3.7750000000000004,68.85,16.575,12.825,77.625,11.3,1.4,,2109.6666666666665,328.08,303.01
2024,Jõgeva maakond,korter_30_40.99,42.0,36.75,319590.0,600.0,32000.0,15.35,917.72,441.52000000000004,397.555,286.475,,11.35,3.7750000000000004,68.85,16.575,12.825,77.625,11.3,1.4,,2109.6666666666665,328.08,303.01
2024,Jõgeva maakond,korter_41_54.99,89.0,46.95,1980840.0,400.0,64000.0,9.05,1230.77,475.09,485.5225,270.84,,11.35,3.7750000000000004,68.85,16.575,12.825,77.625,11.3,1.4,,2109.6666666666665,328.08,303.01
2024,Jõgeva maakond,korter_55_69.99,70.0,63.325,1899235.0,1000.0,60000.0,15.06,913.39,388.0175,428.9125,251.7325,,11.35,3.7750000000000004,68.85,16.575,12.825,77.625,11.3,1.4,,2109.6666666666665,328.08,303.01
2024,Jõgeva maakond,korter_70_249.99,37.0,78.8,740900.0,5000.0,75000.0,64.52,966.49,443.96,467.895,326.48,,11.35,3.7750000000000004,68.85,16.575,12.825,77.625,11.3,1.4,,2109.6666666666665,328.08,303.01
2024,Lääne maakond,Elamu,56.0,141.325,0.0,,,35.21,,900.53,992.76,785.0450000000001,,9.25,2.45,75.85,12.325,9.85,80.9,,,,2109.6666666666665,328.08,303.01
2024,Lääne maakond,Suvila,23.0,55.6,0.0,,,395.35,,894.63,,,,9.25,2.45,75.85,12.325,9.85,80.9,,,,2109.6666666666665,328.08,303.01
2024,Lääne maakond,korter_10_29.99,12.0,,0.0,,,,,,,,,9.25,2.45,75.85,12.325,9.85,80.9,,,,2109.6666666666665,328.08,303.01
2024,Lääne maakond,korter_30_40.99,53.0,36.333333333333336,2291485.0,2500.0,133000.0,67.93,3747.69,1311.6299999999999,1499.9466666666667,834.7166666666667,,9.25,2.45,75.85,12.325,9.85,80.9,,,,2109.6666666666665,328.08,303.01
2024,Lääne maakond,korter_41_54.99,92.0,47.15,5172346.0,100.0,243000.0,2.35,5137.42,882.115,1208.065,1152.025,,9.25,2.45,75.85,12.325,9.85,80.9,,,,2109.6666666666665,328.08,303.01
2024,Lääne maakond,korter_55_69.99,85.0,63.175000000000004,5764713.0,500.0,265500.0,7.24,4187.3,931.1025000000001,1095.54,839.0925,,9.25,2.45,75.85,12.325,9.85,80.9,,,,2109.6666666666665,328.08,303.01
2024,Lääne maakond,korter_70_249.99,43.0,85.3,1876017.0,7000.0,351500.0,89.51,4159.76,1065.74,1375.23,1209.53,,9.25,2.45,75.85,12.325,9.85,80.9,,,,2109.6666666666665,328.08,303.01
2024,Lääne-Viru maakond,Elamu,201.0,143.55,0.0,,,10.12,,509.28,675.785,557.2275,,27.95,7.35,74.375,37.75,30.4,80.875,8.1,2.45,,2109.6666666666665,328.08,303.01
2024,Lääne-Viru maakond,Muu,1.0,,0.0,,,,,,,,,27.95,7.35,74.375,37.75,30.4,80.875,8.1,2.45,,2109.6666666666665,328.08,303.01
2024,Lääne-Viru maakond,Suvila,23.0,55.3,0.0,,,68.12,,709.515,719.05,560.37,,27.95,7.35,74.375,37.75,30.4,80.875,8.1,2.45,,2109.6666666666665,328.08,303.01
2024,Lääne-Viru maakond,korter_10_29.99,62.0,25.175,996601.0,1.0,55500.0,0.04,2147.0,498.8825,661.4675,548.4575,,27.95,7.35,74.375,37.75,30.4,80.875,8.1,2.45,,2109.6666666666665,328.08,303.01
2024,Lääne-Viru maakond,korter_30_40.99,193.0,36.525,4323857.0,100.0,81500.0,2.65,2425.6,490.6075,621.435,519.1825,,27.95,7.35,74.375,37.75,30.4,80.875,8.1,2.45,,2109.6666666666665,328.08,303.01
2024,Lääne-Viru maakond,korter_41_54.99,292.0,47.825,8437260.0,112.0,182620.0,2.1,3375.6,422.78499999999997,601.165,563.2825,,27.95,7.35,74.375,37.75,30.4,80.875,8.1,2.45,,2109.6666666666665,328.08,303.01
2024,Lääne-Viru maakond,korter_55_69.99,162.0,63.1,7094687.0,200.0,194076.0,3.49,3496.86,512.6825,693.3075,627.6800000000001,,27.95,7.35,74.375,37.75,30.4,80.875,8.1,2.45,,2109.6666666666665,328.08,303.01
2024,Lääne-Viru maakond,korter_70_249.99,79.0,82.45,5277160.0,1800.0,300000.0,25.21,2846.09,757.72,803.34,637.7774999999999,,27.95,7.35,74.375,37.75,30.4,80.875,8.1,2.45,,2109.6666666666665,328.08,303.01
2024,Pärnu maakond,Elamu,248.0,142.02499999999998,0.0,,,4.93,,977.89,,708.19,,38.85,11.375,72.25,54.1,42.724999999999994,79.475,9.100000000000001,3.875,,2109.6666666666665,328.08,303.01
2024,Pärnu maakond,Muu,3.0,,0.0,,,,,,,,,38.85,11.375,72.25,54.1,42.724999999999994,79.475,9.100000000000001,3.875,,2109.6666666666665,328.08,303.01
2024,Pärnu maakond,Suvila,27.0,46.65,0.0,,,89.61,,867.3633333333333,819.53,369.51,,38.85,11.375,72.25,54.1,42.724999999999994,79.475,9.100000000000001,3.875,,2109.6666666666665,328.08,303.01
2024,Pärnu maakond,korter_10_29.99,99.0,24.05,3805631.0,1000.0,112000.0,37.74,4258.56,1715.01,1600.6325,959.1225000000001,,38.85,11.375,72.25,54.1,42.724999999999994,79.475,9.100000000000001,3.875,,2109.6666666666665,328.08,303.01
2024,Pärnu maakond,korter_30_40.99,180.0,36.325,9989353.0,400.0,177318.0,12.74,5008.98,1632.5325,1546.2849999999999,900.4225,,38.85,11.375,72.25,54.1,42.724999999999994,79.475,9.100000000000001,3.875,,2109.6666666666665,328.08,303.01
2024,Pärnu maakond,korter_41_54.99,367.0,47.8,27772648.0,400.0,258575.0,7.45,4953.54,1573.7150000000001,1551.3575,986.3,,38.85,11.375,72.25,54.1,42.724999999999994,79.475,9.100000000000001,3.875,,2109.6666666666665,328.08,303.01
2024,Pärnu maakond,korter_55_69.99,261.0,62.9,25952889.0,450.0,355000.0,6.76,5378.79,1557.4,1580.47,1039.525,,38.85,11.375,72.25,54.1,42.724999999999994,79.475,9.100000000000001,3.875,,2109.6666666666665,328.08,303.01
2024,Pärnu maakond,korter_70_249.99,149.0,90.45,21949207.0,1500.0,700000.0,19.26,5212.55,1451.6375,1588.2625,1034.685,,38.85,11.375,72.25,54.1,42.724999999999994,79.475,9.100000000000001,3.875,,2109.6666666666665,328.08,303.01
2024,Põlva maakond,Elamu,72.0,120.9,0.0,390.0,,14.44,,444.385,604.8575,496.24333333333334,,10.425,3.7249999999999996,71.9,14.6,10.875,75.1,,,,2109.6666666666665,328.08,303.01
2024,Põlva maakond,Muu,1.0,,0.0,,,,,,,,,10.425,3.7249999999999996,71.9,14.6,10.875,75.1,,,,2109.6666666666665,328.08,303.01
2024,Põlva maakond,Suvila,2.0,,0.0,,,,,,,,,10.425,3.7249999999999996,71.9,14.6,10.875,75.1,,,,2109.6666666666665,328.08,303.01
2024,Põlva maakond,korter_10_29.99,16.0,,0.0,,,,,,,,,10.425,3.7249999999999996,71.9,14.6,10.875,75.1,,,,2109.6666666666665,328.08,303.01
2024,Põlva maakond,korter_30_40.99,32.0,36.5,302433.0,2400.0,38000.0,60.91,989.58,433.78999999999996,432.955,243.815,,10.425,3.7249999999999996,71.9,14.6,10.875,75.1,,,,2109.6666666666665,328.08,303.01
2024,Põlva maakond,korter_41_54.99,57.0,47.925,1672200.0,3000.0,59000.0,69.44,1229.17,587.6,604.9200000000001,324.4175,,10.425,3.7249999999999996,71.9,14.6,10.875,75.1,,,,2109.6666666666665,328.08,303.01
2024,Põlva maakond,korter_55_69.99,41.0,63.6,1115400.0,500.0,69000.0,7.45,1068.11,480.2166666666667,489.89000000000004,326.96333333333337,,10.425,3.7249999999999996,71.9,14.6,10.875,75.1,,,,2109.6666666666665,328.08,303.01
2024,Põlva maakond,korter_70_249.99,33.0,84.33333333333333,1226431.0,5000.0,140000.0,55.74,1664.64,417.8333333333333,464.21999999999997,336.68666666666667,,10.425,3.7249999999999996,71.9,14.6,10.875,75.1,,,,2109.6666666666665,328.08,303.01
2024,Rapla maakond,Elamu,101.0,149.125,0.0,,,21.8,,819.99,822.54,739.6625,,14.2,4.35,73.1,19.625,15.275,78.7,7.233333333333333,1.1333333333333335,,2109.6666666666665,328.08,303.01
2024,Rapla maakond,Suvila,37.0,66.0,0.0,,,549.79,,999.42,,730.76,,14.2,4.35,73.1,19.625,15.275,78.7,7.233333333333333,1.1333333333333335,,2109.6666666666665,328.08,303.01
2024,Rapla maakond,korter_10_29.99,20.0,24.1,115150.0,2400.0,35000.0,83.62,1301.12,172.70499999999998,299.84499999999997,270.485,,14.2,4.35,73.1,19.625,15.275,78.7,7.233333333333333,1.1333333333333335,,2109.6666666666665,328.08,303.01
2024,Rapla maakond,korter_30_40.99,56.0,36.0,1611603.0,500.0,78500.0,14.25,1943.07,716.975,774.85,529.7825,,14.2,4.35,73.1,19.625,15.275,78.7,7.233333333333333,1.1333333333333335,,2109.6666666666665,328.08,303.01
2024,Rapla maakond,korter_41_54.99,123.0,47.275,4865040.0,1350.0,148900.0,27.27,2754.24,797.4475,835.8325,533.66,,14.2,4.35,73.1,19.625,15.275,78.7,7.233333333333333,1.1333333333333335,,2109.6666666666665,328.08,303.01
2024,Rapla maakond,korter_55_69.99,50.0,63.225,3162054.0,2404.0,165000.0,36.42,2619.05,1103.8225,1023.9925,543.52,,14.2,4.35,73.1,19.625,15.275,78.7,7.233333333333333,1.1333333333333335,,2109.6666666666665,328.08,303.01
2024,Rapla maakond,korter_70_249.99,31.0,83.69999999999999,1361300.0,9000.0,363900.0,103.57,2307.55,789.185,760.905,565.175,,14.2,4.35,73.1,19.625,15.275,78.7,7.233333333333333,1.1333333333333335,,2109.6666666666665,328.08,303.01
2024,Saare maakond,Elamu,69.0,144.625,0.0,,,78.86,,757.0033333333334,934.5799999999999,558.3025,,13.975000000000001,4.9,70.325,19.975,15.075,75.85,,,,2109.6666666666665,328.08,303.01
2024,Saare maakond,Muu,1.0,,0.0,,,,,,,,,13.975000000000001,4.9,70.325,19.975,15.075,75.85,,,,2109.6666666666665,328.08,303.01
2024,Saare maakond,Suvila,3.0,,0.0,,,,,,,,,13.975000000000001,4.9,70.325,19.975,15.075,75.85,,,,2109.6666666666665,328.08,303.01
2024,Saare maakond,korter_10_29.99,9.0,,0.0,,,,,,,,,13.975000000000001,4.9,70.325,19.975,15.075,75.85,,,,2109.6666666666665,328.08,303.01
2024,Saare maakond,korter_30_40.99,25.0,36.9,345983.0,229.0,82000.0,5.77,2065.49,841.32,1036.29,780.45,,13.975000000000001,4.9,70.325,19.975,15.075,75.85,,,,2109.6666666666665,328.08,303.01
2024,Saare maakond,korter_41_54.99,64.0,47.125,3728037.0,3000.0,171295.0,59.06,3178.01,1152.7,1233.3400000000001,642.635,,13.975000000000001,4.9,70.325,19.975,15.075,75.85,,,,2109.6666666666665,328.08,303.01
2024,Saare maakond,korter_55_69.99,42.0,63.0,3474035.0,24300.0,219835.0,418.24,3633.64,1386.9066666666668,1577.3833333333332,727.4466666666667,,13.975000000000001,4.9,70.325,19.975,15.075,75.85,,,,2109.6666666666665,328.08,303.01
2024,Saare maakond,korter_70_249.99,39.0,88.325,4927137.0,4200.0,285900.0,45.21,3163.84,1243.9325,1345.9724999999999,727.7575,,13.975000000000001,4.9,70.325,19.975,15.075,75.85,,,,2109.6666666666665,328.08,303.01
2024,Tartu maakond,Elamu,331.0,163.25,0.0,,,8.79,,,,796.2125,,84.075,19.975,77.6,108.725,88.75,81.9,5.25,4.675,,2109.6666666666665,328.08,303.01
2024,Tartu maakond,Muu,1.0,,0.0,,,,,,,,,84.075,19.975,77.6,108.725,88.75,81.9,5.25,4.675,,2109.6666666666665,328.08,303.01
2024,Tartu maakond,Suvila,46.0,95.675,0.0,,,112.53,,697.6999999999999,759.135,719.9633333333333,,84.075,19.975,77.6,108.725,88.75,81.9,5.25,4.675,,2109.6666666666665,328.08,303.01
2024,Tartu maakond,korter_10_29.99,233.0,23.225,14788993.0,1278.0,178500.0,62.96,6092.15,2539.6150000000002,2698.235,1081.6925,,84.075,19.975,77.6,108.725,88.75,81.9,5.25,4.675,,2109.6666666666665,328.08,303.01
2024,Tartu maakond,korter_30_40.99,403.0,35.95,37072908.0,50.0,210000.0,1.39,6017.19,2465.4975,2557.0499999999997,1077.6275,,84.075,19.975,77.6,108.725,88.75,81.9,5.25,4.675,,2109.6666666666665,328.08,303.01
